date,wave,HR,province,cases
2021-05-05,2,East Kootenay,British Columbia,8
2021-05-05,2,Kootenay Boundary,British Columbia,3
2021-05-05,2,Okanagan,British Columbia,29
2021-05-05,2,Thompson Cariboo Shuswap,British Columbia,5
2021-05-05,2,Northeast,British Columbia,20
2021-05-05,2,Northern Interior,British Columbia,7
2021-05-05,2,Northwest,British Columbia,2
2021-05-05,2,North Shore/Coast Garibaldi,British Columbia,21
2021-05-05,2,Richmond,British Columbia,23
2021-05-05,2,Vancouver,British Columbia,102
2021-05-05,2,Central Vancouver Island,British Columbia,6
2021-05-05,2,North Vancouver Island,British Columbia,2
2021-05-05,2,South Vancouver Island,British Columbia,8
2021-05-06,2,Fraser East,British Columbia,84
2021-05-06,2,Fraser North,British Columbia,94
2021-05-06,2,Fraser South,British Columbia,274
2021-05-06,2,East Kootenay,British Columbia,5
2021-05-06,2,Kootenay Boundary,British Columbia,3
2021-05-06,2,Okanagan,British Columbia,25
2021-05-06,2,Thompson Cariboo Shuswap,British Columbia,8
2021-05-06,2,Northeast,British Columbia,17
2021-05-06,2,Northern Interior,British Columbia,1
2021-05-06,2,Northwest,British Columbia,1
2021-05-06,2,North Shore/Coast Garibaldi,British Columbia,16
2021-05-06,2,Richmond,British Columbia,14
2021-05-06,2,Vancouver,British Columbia,91
2021-05-06,2,Central Vancouver Island,British Columbia,9
2021-05-06,2,North Vancouver Island,British Columbia,2
2021-05-06,2,South Vancouver Island,British Columbia,6
2021-05-07,2,Fraser East,British Columbia,88
2021-05-07,2,Fraser North,British Columbia,105
2021-05-07,2,Fraser South,British Columbia,235
2021-05-07,2,East Kootenay,British Columbia,5
2021-05-07,2,Kootenay Boundary,British Columbia,2
2021-05-07,2,Okanagan,British Columbia,33
2021-05-07,2,Thompson Cariboo Shuswap,British Columbia,8
2021-05-07,2,Northeast,British Columbia,13
2021-05-07,2,Northern Interior,British Columbia,2
2021-05-07,2,Northwest,British Columbia,3
2021-05-07,2,North Shore/Coast Garibaldi,British Columbia,10
2021-05-07,2,Richmond,British Columbia,8
2021-05-07,2,Vancouver,British Columbia,80
2021-05-07,2,Central Vancouver Island,British Columbia,6
2021-05-07,2,North Vancouver Island,British Columbia,4
2021-05-07,2,South Vancouver Island,British Columbia,13
2021-05-08,2,Fraser East,British Columbia,65
2021-05-08,2,Fraser North,British Columbia,84
2021-05-08,2,Fraser South,British Columbia,258
2021-05-08,2,East Kootenay,British Columbia,1
2021-05-08,2,Kootenay Boundary,British Columbia,4
2021-05-08,2,Okanagan,British Columbia,44
2021-05-08,2,Thompson Cariboo Shuswap,British Columbia,9
2021-05-08,2,Northeast,British Columbia,15
2021-05-08,2,Northern Interior,British Columbia,9
2021-05-08,2,Northwest,British Columbia,1
2021-05-08,2,North Shore/Coast Garibaldi,British Columbia,6
2021-05-08,2,Richmond,British Columbia,25
2021-05-08,2,Vancouver,British Columbia,84
2021-05-08,2,Central Vancouver Island,British Columbia,4
2021-05-08,2,North Vancouver Island,British Columbia,5
2021-05-08,2,South Vancouver Island,British Columbia,8
2021-05-09,2,Fraser East,British Columbia,69
2021-05-09,2,Fraser North,British Columbia,89
2021-05-09,2,Fraser South,British Columbia,251
2021-05-09,2,East Kootenay,British Columbia,1
2021-05-09,2,Kootenay Boundary,British Columbia,2
2021-05-09,2,Okanagan,British Columbia,29
2021-05-09,2,Thompson Cariboo Shuswap,British Columbia,7
2021-05-09,2,Northeast,British Columbia,7
2021-05-09,2,Northern Interior,British Columbia,3
2021-05-09,2,Northwest,British Columbia,0
2021-05-09,2,North Shore/Coast Garibaldi,British Columbia,10
2021-05-09,2,Richmond,British Columbia,11
2021-05-09,2,Vancouver,British Columbia,77
2021-05-09,2,Central Vancouver Island,British Columbia,4
2021-05-09,2,North Vancouver Island,British Columbia,4
2021-05-09,2,South Vancouver Island,British Columbia,5
2021-05-10,2,Fraser East,British Columbia,71
2021-05-10,2,Fraser North,British Columbia,68
2021-05-10,2,Fraser South,British Columbia,161
2021-05-10,2,East Kootenay,British Columbia,11
2021-05-10,2,Kootenay Boundary,British Columbia,4
2021-05-10,2,Okanagan,British Columbia,39
2021-05-10,2,Thompson Cariboo Shuswap,British Columbia,6
2021-05-10,2,Northeast,British Columbia,10
2021-05-10,2,Northern Interior,British Columbia,5
2021-05-10,2,Northwest,British Columbia,2
2021-05-10,2,North Shore/Coast Garibaldi,British Columbia,31
2021-05-10,2,Richmond,British Columbia,16
2021-05-10,2,Vancouver,British Columbia,80
2021-05-10,2,Central Vancouver Island,British Columbia,7
2021-05-10,2,North Vancouver Island,British Columbia,0
2021-05-10,2,South Vancouver Island,British Columbia,5
2021-05-11,2,Fraser East,British Columbia,74
2021-05-11,2,Fraser North,British Columbia,74
2021-05-11,2,Fraser South,British Columbia,224
2021-05-11,2,East Kootenay,British Columbia,1
2021-05-11,2,Kootenay Boundary,British Columbia,4
2021-05-11,2,Okanagan,British Columbia,28
2021-05-11,2,Thompson Cariboo Shuswap,British Columbia,9
2021-05-11,2,Northeast,British Columbia,5
2021-05-11,2,Northern Interior,British Columbia,1
2021-05-11,2,Northwest,British Columbia,0
2021-05-11,2,North Shore/Coast Garibaldi,British Columbia,25
2021-05-11,2,Richmond,British Columbia,18
2021-05-11,2,Vancouver,British Columbia,101
2021-05-11,2,Central Vancouver Island,British Columbia,4
2021-05-11,2,North Vancouver Island,British Columbia,1
2021-05-11,2,South Vancouver Island,British Columbia,5
2021-05-12,2,Fraser East,British Columbia,96
2021-05-12,2,Fraser North,British Columbia,84
2021-05-12,2,Fraser South,British Columbia,195
2021-05-12,2,East Kootenay,British Columbia,0
2021-05-12,2,Kootenay Boundary,British Columbia,5
2021-05-12,2,Okanagan,British Columbia,45
2021-05-12,2,Thompson Cariboo Shuswap,British Columbia,11
2021-05-12,2,Northeast,British Columbia,10
2021-05-12,2,Northern Interior,British Columbia,7
2021-05-12,2,Northwest,British Columbia,1
2021-05-12,2,North Shore/Coast Garibaldi,British Columbia,18
2021-05-12,2,Richmond,British Columbia,17
2021-05-12,2,Vancouver,British Columbia,94
2021-05-12,2,Central Vancouver Island,British Columbia,11
2021-05-12,2,North Vancouver Island,British Columbia,5
2021-05-12,2,South Vancouver Island,British Columbia,3
2021-05-13,2,Fraser East,British Columbia,56
2021-05-13,2,Fraser North,British Columbia,84
2021-05-13,2,Fraser South,British Columbia,169
2021-05-13,2,East Kootenay,British Columbia,1
2021-05-13,2,Kootenay Boundary,British Columbia,2
2021-05-13,2,Okanagan,British Columbia,23
2021-05-13,2,Thompson Cariboo Shuswap,British Columbia,6
2021-05-13,2,Northeast,British Columbia,11
2021-05-13,2,Northern Interior,British Columbia,9
2021-05-13,2,Northwest,British Columbia,2
2021-05-13,2,North Shore/Coast Garibaldi,British Columbia,18
2021-05-13,2,Richmond,British Columbia,12
2021-05-13,2,Vancouver,British Columbia,79
2021-05-13,2,Central Vancouver Island,British Columbia,1
2021-05-13,2,North Vancouver Island,British Columbia,2
2021-05-13,2,South Vancouver Island,British Columbia,5
2021-05-14,2,Fraser East,British Columbia,44
2021-05-14,2,Fraser North,British Columbia,79
2021-05-14,2,Fraser South,British Columbia,158
2021-05-14,2,East Kootenay,British Columbia,4
2021-05-14,2,Kootenay Boundary,British Columbia,2
2021-05-14,2,Okanagan,British Columbia,29
2021-05-14,2,Thompson Cariboo Shuswap,British Columbia,6
2021-05-14,2,Northeast,British Columbia,5
2021-05-14,2,Northern Interior,British Columbia,9
2021-05-14,2,Northwest,British Columbia,1
2021-05-14,2,North Shore/Coast Garibaldi,British Columbia,9
2021-05-14,2,Richmond,British Columbia,13
2021-05-14,2,Vancouver,British Columbia,74
2021-05-14,2,Central Vancouver Island,British Columbia,10
2021-05-14,2,North Vancouver Island,British Columbia,4
2021-05-14,2,South Vancouver Island,British Columbia,4
2021-05-15,2,Fraser East,British Columbia,63
2021-05-15,2,Fraser North,British Columbia,59
2021-05-15,2,Fraser South,British Columbia,185
2021-05-15,2,East Kootenay,British Columbia,1
2021-05-15,2,Kootenay Boundary,British Columbia,3
2021-05-15,2,Okanagan,British Columbia,43
2021-05-15,2,Thompson Cariboo Shuswap,British Columbia,5
2021-05-15,2,Northeast,British Columbia,6
2021-05-15,2,Northern Interior,British Columbia,6
2021-05-15,2,Northwest,British Columbia,1
2021-05-15,2,North Shore/Coast Garibaldi,British Columbia,6
2021-05-15,2,Richmond,British Columbia,20
2021-05-15,2,Vancouver,British Columbia,79
2021-05-15,2,Central Vancouver Island,British Columbia,3
2021-05-15,2,North Vancouver Island,British Columbia,4
2021-05-15,2,South Vancouver Island,British Columbia,1
2021-05-16,2,Fraser East,British Columbia,68
2021-05-16,2,Fraser North,British Columbia,59
2021-05-16,2,Fraser South,British Columbia,174
2021-05-16,2,East Kootenay,British Columbia,4
2021-05-16,2,Kootenay Boundary,British Columbia,0
2021-05-16,2,Okanagan,British Columbia,34
2021-05-16,2,Thompson Cariboo Shuswap,British Columbia,2
2021-05-16,2,Northeast,British Columbia,10
2021-05-16,2,Northern Interior,British Columbia,7
2021-05-16,2,Northwest,British Columbia,1
2021-05-16,2,North Shore/Coast Garibaldi,British Columbia,12
2021-05-16,2,Richmond,British Columbia,8
2021-05-16,2,Vancouver,British Columbia,49
2021-05-16,2,Central Vancouver Island,British Columbia,8
2021-05-16,2,North Vancouver Island,British Columbia,1
2021-05-16,2,South Vancouver Island,British Columbia,3
2021-05-17,2,Fraser East,British Columbia,59
2021-05-17,2,Fraser North,British Columbia,78
2021-05-17,2,Fraser South,British Columbia,112
2021-05-17,2,East Kootenay,British Columbia,2
2021-05-17,2,Kootenay Boundary,British Columbia,1
2021-05-17,2,Okanagan,British Columbia,45
2021-05-17,2,Thompson Cariboo Shuswap,British Columbia,7
2021-05-17,2,Northeast,British Columbia,1
2021-05-17,2,Northern Interior,British Columbia,7
2021-05-17,2,Northwest,British Columbia,0
2021-05-17,2,North Shore/Coast Garibaldi,British Columbia,10
2021-05-17,2,Richmond,British Columbia,11
2021-05-17,2,Vancouver,British Columbia,53
2021-05-17,2,Central Vancouver Island,British Columbia,3
2021-05-17,2,North Vancouver Island,British Columbia,4
2021-05-17,2,South Vancouver Island,British Columbia,4
2021-05-18,2,Fraser East,British Columbia,77
2021-05-18,2,Fraser North,British Columbia,82
2021-05-18,2,Fraser South,British Columbia,177
2021-05-18,2,East Kootenay,British Columbia,1
2021-05-18,2,Kootenay Boundary,British Columbia,2
2021-05-18,2,Okanagan,British Columbia,55
2021-05-18,2,Thompson Cariboo Shuswap,British Columbia,9
2021-05-18,2,Northeast,British Columbia,11
2021-05-18,2,Northern Interior,British Columbia,16
2021-05-18,2,Northwest,British Columbia,3
2021-05-18,2,North Shore/Coast Garibaldi,British Columbia,16
2021-05-18,2,Richmond,British Columbia,3
2021-05-18,2,Vancouver,British Columbia,54
2021-05-18,2,Central Vancouver Island,British Columbia,11
2021-05-18,2,North Vancouver Island,British Columbia,3
2021-05-18,2,South Vancouver Island,British Columbia,3
2021-05-19,2,Fraser East,British Columbia,39
2021-05-19,2,Fraser North,British Columbia,70
2021-05-19,2,Fraser South,British Columbia,116
2021-05-19,2,East Kootenay,British Columbia,1
2021-05-19,2,Kootenay Boundary,British Columbia,0
2021-05-19,2,Okanagan,British Columbia,24
2021-05-19,2,Thompson Cariboo Shuswap,British Columbia,10
2021-05-19,2,Northeast,British Columbia,12
2021-05-19,2,Northern Interior,British Columbia,11
2021-05-19,2,Northwest,British Columbia,0
2021-05-19,2,North Shore/Coast Garibaldi,British Columbia,8
2021-05-19,2,Richmond,British Columbia,10
2021-05-19,2,Vancouver,British Columbia,61
2021-05-19,2,Central Vancouver Island,British Columbia,4
2021-05-19,2,North Vancouver Island,British Columbia,4
2021-05-19,2,South Vancouver Island,British Columbia,4
2021-05-20,2,Fraser East,British Columbia,52
2021-05-20,2,Fraser North,British Columbia,58
2021-05-20,2,Fraser South,British Columbia,138
2021-05-20,2,East Kootenay,British Columbia,2
2021-05-20,2,Kootenay Boundary,British Columbia,1
2021-05-20,2,Okanagan,British Columbia,52
2021-05-20,2,Thompson Cariboo Shuswap,British Columbia,4
2021-05-20,2,Northeast,British Columbia,21
2021-05-20,2,Northern Interior,British Columbia,7
2021-05-20,2,Northwest,British Columbia,4
2021-05-20,2,North Shore/Coast Garibaldi,British Columbia,6
2021-05-20,2,Richmond,British Columbia,8
2021-05-20,2,Vancouver,British Columbia,73
2021-05-20,2,Central Vancouver Island,British Columbia,4
2021-05-20,2,North Vancouver Island,British Columbia,2
2021-05-20,2,South Vancouver Island,British Columbia,1
2021-05-21,2,Fraser East,British Columbia,45
2021-05-21,2,Fraser North,British Columbia,45
2021-05-21,2,Fraser South,British Columbia,117
2021-05-21,2,East Kootenay,British Columbia,2
2021-05-21,2,Kootenay Boundary,British Columbia,0
2021-05-21,2,Okanagan,British Columbia,36
2021-05-21,2,Thompson Cariboo Shuswap,British Columbia,5
2021-05-21,2,Northeast,British Columbia,10
2021-05-21,2,Northern Interior,British Columbia,8
2021-05-21,2,Northwest,British Columbia,2
2021-05-21,2,North Shore/Coast Garibaldi,British Columbia,10
2021-05-21,2,Richmond,British Columbia,6
2021-05-21,2,Vancouver,British Columbia,50
2021-05-21,2,Central Vancouver Island,British Columbia,7
2021-05-21,2,North Vancouver Island,British Columbia,2
2021-05-21,2,South Vancouver Island,British Columbia,7
2021-05-22,2,Fraser East,British Columbia,53
2021-05-22,2,Fraser North,British Columbia,49
2021-05-22,2,Fraser South,British Columbia,108
2021-05-22,2,East Kootenay,British Columbia,1
2021-05-22,2,Kootenay Boundary,British Columbia,0
2021-05-22,2,Okanagan,British Columbia,32
2021-05-22,2,Thompson Cariboo Shuswap,British Columbia,4
2021-05-22,2,Northeast,British Columbia,14
2021-05-22,2,Northern Interior,British Columbia,2
2021-05-22,2,Northwest,British Columbia,1
2021-05-22,2,North Shore/Coast Garibaldi,British Columbia,4
2021-05-22,2,Richmond,British Columbia,3
2021-05-22,2,Vancouver,British Columbia,59
2021-05-22,2,Central Vancouver Island,British Columbia,1
2021-05-22,2,North Vancouver Island,British Columbia,0
2021-05-22,2,South Vancouver Island,British Columbia,3
2021-05-23,2,Fraser East,British Columbia,37
2021-05-23,2,Fraser North,British Columbia,47
2021-05-23,2,Fraser South,British Columbia,106
2021-05-23,2,East Kootenay,British Columbia,2
2021-05-23,2,Kootenay Boundary,British Columbia,0
2021-05-23,2,Okanagan,British Columbia,35
2021-05-23,2,Thompson Cariboo Shuswap,British Columbia,0
2021-05-23,2,Northeast,British Columbia,6
2021-05-23,2,Northern Interior,British Columbia,2
2021-05-23,2,Northwest,British Columbia,0
2021-05-23,2,North Shore/Coast Garibaldi,British Columbia,8
2021-05-23,2,Richmond,British Columbia,8
2021-05-23,2,Vancouver,British Columbia,44
2021-05-23,2,Central Vancouver Island,British Columbia,4
2021-05-23,2,North Vancouver Island,British Columbia,3
2021-05-23,2,South Vancouver Island,British Columbia,0
2021-05-24,2,Fraser East,British Columbia,30
2021-05-24,2,Fraser North,British Columbia,40
2021-05-24,2,Fraser South,British Columbia,86
2021-05-24,2,East Kootenay,British Columbia,0
2021-05-24,2,Kootenay Boundary,British Columbia,0
2021-05-24,2,Okanagan,British Columbia,30
2021-05-24,2,Thompson Cariboo Shuswap,British Columbia,0
2021-05-24,2,Northeast,British Columbia,3
2021-05-24,2,Northern Interior,British Columbia,1
2021-05-24,2,Northwest,British Columbia,0
2021-05-24,2,North Shore/Coast Garibaldi,British Columbia,7
2021-05-24,2,Richmond,British Columbia,8
2021-05-24,2,Vancouver,British Columbia,41
2021-05-24,2,Central Vancouver Island,British Columbia,2
2021-05-24,2,North Vancouver Island,British Columbia,2
2021-05-24,2,South Vancouver Island,British Columbia,1
2021-05-25,2,Fraser East,British Columbia,27
2021-05-25,2,Fraser North,British Columbia,38
2021-05-25,2,Fraser South,British Columbia,61
2021-05-25,2,East Kootenay,British Columbia,4
2021-05-25,2,Kootenay Boundary,British Columbia,0
2021-05-25,2,Okanagan,British Columbia,32
2021-05-25,2,Thompson Cariboo Shuswap,British Columbia,5
2021-05-25,2,Northeast,British Columbia,8
2021-05-25,2,Northern Interior,British Columbia,2
2021-05-25,2,Northwest,British Columbia,0
2021-05-25,2,North Shore/Coast Garibaldi,British Columbia,9
2021-05-25,2,Richmond,British Columbia,16
2021-05-25,2,Vancouver,British Columbia,42
2021-05-25,2,Central Vancouver Island,British Columbia,5
2021-05-25,2,North Vancouver Island,British Columbia,2
2021-05-25,2,South Vancouver Island,British Columbia,2
2021-05-26,2,Fraser East,British Columbia,27
2021-05-26,2,Fraser North,British Columbia,43
2021-05-26,2,Fraser South,British Columbia,125
2021-05-26,2,East Kootenay,British Columbia,7
2021-05-26,2,Kootenay Boundary,British Columbia,1
2021-05-26,2,Okanagan,British Columbia,56
2021-05-26,2,Thompson Cariboo Shuswap,British Columbia,7
2021-05-26,2,Northeast,British Columbia,15
2021-05-26,2,Northern Interior,British Columbia,2
2021-05-26,2,Northwest,British Columbia,1
2021-05-26,2,North Shore/Coast Garibaldi,British Columbia,21
2021-05-26,2,Richmond,British Columbia,6
2021-05-26,2,Vancouver,British Columbia,67
2021-05-26,2,Central Vancouver Island,British Columbia,3
2021-05-26,2,North Vancouver Island,British Columbia,1
2021-05-26,2,South Vancouver Island,British Columbia,10
2021-05-27,2,Fraser East,British Columbia,26
2021-05-27,2,Fraser North,British Columbia,55
2021-05-27,2,Fraser South,British Columbia,81
2021-05-27,2,East Kootenay,British Columbia,2
2021-05-27,2,Kootenay Boundary,British Columbia,1
2021-05-27,2,Okanagan,British Columbia,51
2021-05-27,2,Thompson Cariboo Shuswap,British Columbia,8
2021-05-27,2,Northeast,British Columbia,7
2021-05-27,2,Northern Interior,British Columbia,9
2021-05-27,2,Northwest,British Columbia,0
2021-05-27,2,North Shore/Coast Garibaldi,British Columbia,23
2021-05-27,2,Richmond,British Columbia,5
2021-05-27,2,Vancouver,British Columbia,43
2021-05-27,2,Central Vancouver Island,British Columbia,2
2021-05-27,2,North Vancouver Island,British Columbia,0
2021-05-27,2,South Vancouver Island,British Columbia,1
2021-05-28,2,Fraser East,British Columbia,24
2021-05-28,2,Fraser North,British Columbia,35
2021-05-28,2,Fraser South,British Columbia,71
2021-05-28,2,East Kootenay,British Columbia,7
2021-05-28,2,Kootenay Boundary,British Columbia,1
2021-05-28,2,Okanagan,British Columbia,29
2021-05-28,2,Thompson Cariboo Shuswap,British Columbia,1
2021-05-28,2,Northeast,British Columbia,12
2021-05-28,2,Northern Interior,British Columbia,4
2021-05-28,2,Northwest,British Columbia,0
2021-05-28,2,North Shore/Coast Garibaldi,British Columbia,16
2021-05-28,2,Richmond,British Columbia,4
2021-05-28,2,Vancouver,British Columbia,36
2021-05-28,2,Central Vancouver Island,British Columbia,2
2021-05-28,2,North Vancouver Island,British Columbia,0
2021-05-28,2,South Vancouver Island,British Columbia,9
2021-05-29,2,Fraser East,British Columbia,31
2021-05-29,2,Fraser North,British Columbia,54
2021-05-29,2,Fraser South,British Columbia,74
2021-05-29,2,East Kootenay,British Columbia,1
2021-05-29,2,Kootenay Boundary,British Columbia,0
2021-05-29,2,Okanagan,British Columbia,29
2021-05-29,2,Thompson Cariboo Shuswap,British Columbia,7
2021-05-29,2,Northeast,British Columbia,10
2021-05-29,2,Northern Interior,British Columbia,2
2021-05-29,2,Northwest,British Columbia,1
2021-05-29,2,North Shore/Coast Garibaldi,British Columbia,4
2021-05-29,2,Richmond,British Columbia,6
2021-05-29,2,Vancouver,British Columbia,21
2021-05-29,2,Central Vancouver Island,British Columbia,4
2021-05-29,2,North Vancouver Island,British Columbia,0
2021-05-29,2,South Vancouver Island,British Columbia,1
2021-05-30,2,Fraser East,British Columbia,20
2021-05-30,2,Fraser North,British Columbia,15
2021-05-30,2,Fraser South,British Columbia,75
2021-05-30,2,East Kootenay,British Columbia,1
2021-05-30,2,Kootenay Boundary,British Columbia,0
2021-05-30,2,Okanagan,British Columbia,28
2021-05-30,2,Thompson Cariboo Shuswap,British Columbia,9
2021-05-30,2,Northeast,British Columbia,8
2021-05-30,2,Northern Interior,British Columbia,2
2021-05-30,2,Northwest,British Columbia,0
2021-05-30,2,North Shore/Coast Garibaldi,British Columbia,10
2021-05-30,2,Richmond,British Columbia,7
2021-05-30,2,Vancouver,British Columbia,42
2021-05-30,2,Central Vancouver Island,British Columbia,1
2021-05-30,2,North Vancouver Island,British Columbia,0
2021-05-30,2,South Vancouver Island,British Columbia,0
2021-05-31,2,Fraser East,British Columbia,22
2021-05-31,2,Fraser North,British Columbia,34
2021-05-31,2,Fraser South,British Columbia,44
2021-05-31,2,East Kootenay,British Columbia,3
2021-05-31,2,Kootenay Boundary,British Columbia,0
2021-05-31,2,Okanagan,British Columbia,5
2021-05-31,2,Thompson Cariboo Shuswap,British Columbia,3
2021-05-31,2,Northeast,British Columbia,1
2021-05-31,2,Northern Interior,British Columbia,1
2021-05-31,2,Northwest,British Columbia,0
2021-05-31,2,North Shore/Coast Garibaldi,British Columbia,13
2021-05-31,2,Richmond,British Columbia,4
2021-05-31,2,Vancouver,British Columbia,24
2021-05-31,2,Central Vancouver Island,British Columbia,0
2021-05-31,2,North Vancouver Island,British Columbia,0
2021-05-31,2,South Vancouver Island,British Columbia,0
2021-06-01,2,Fraser East,British Columbia,38
2021-06-01,2,Fraser North,British Columbia,38
2021-06-01,2,Fraser South,British Columbia,43
2021-06-01,2,East Kootenay,British Columbia,4
2021-06-01,2,Kootenay Boundary,British Columbia,1
2021-06-01,2,Okanagan,British Columbia,26
2021-06-01,2,Thompson Cariboo Shuswap,British Columbia,3
2021-06-01,2,Northeast,British Columbia,4
2021-06-01,2,Northern Interior,British Columbia,0
2021-06-01,2,Northwest,British Columbia,0
2021-06-01,2,North Shore/Coast Garibaldi,British Columbia,6
2021-06-01,2,Richmond,British Columbia,4
2021-06-01,2,Vancouver,British Columbia,29
2021-06-01,2,Central Vancouver Island,British Columbia,0
2021-06-01,2,North Vancouver Island,British Columbia,1
2021-06-01,2,South Vancouver Island,British Columbia,1
2021-06-02,2,Fraser East,British Columbia,19
2021-06-02,2,Fraser North,British Columbia,33
2021-06-02,2,Fraser South,British Columbia,44
2021-06-02,2,East Kootenay,British Columbia,0
2021-06-02,2,Kootenay Boundary,British Columbia,2
2021-06-02,2,Okanagan,British Columbia,27
2021-06-02,2,Thompson Cariboo Shuswap,British Columbia,4
2021-06-02,2,Northeast,British Columbia,2
2021-06-02,2,Northern Interior,British Columbia,3
2021-06-02,2,Northwest,British Columbia,1
2021-06-02,2,North Shore/Coast Garibaldi,British Columbia,11
2021-06-02,2,Richmond,British Columbia,11
2021-06-02,2,Vancouver,British Columbia,40
2021-06-02,2,Central Vancouver Island,British Columbia,0
2021-06-02,2,North Vancouver Island,British Columbia,1
2021-06-02,2,South Vancouver Island,British Columbia,1
2021-06-03,2,Fraser East,British Columbia,26
2021-06-03,2,Fraser North,British Columbia,29
2021-06-03,2,Fraser South,British Columbia,45
2021-06-03,2,East Kootenay,British Columbia,1
2021-06-03,2,Kootenay Boundary,British Columbia,3
2021-06-03,2,Okanagan,British Columbia,23
2021-06-03,2,Thompson Cariboo Shuswap,British Columbia,2
2021-06-03,2,Northeast,British Columbia,4
2021-06-03,2,Northern Interior,British Columbia,3
2021-06-03,2,Northwest,British Columbia,0
2021-06-03,2,North Shore/Coast Garibaldi,British Columbia,3
2021-06-03,2,Richmond,British Columbia,6
2021-06-03,2,Vancouver,British Columbia,30
2021-06-03,2,Central Vancouver Island,British Columbia,1
2021-06-03,2,North Vancouver Island,British Columbia,1
2021-06-03,2,South Vancouver Island,British Columbia,1
2021-06-04,2,Fraser East,British Columbia,18
2021-06-04,2,Fraser North,British Columbia,51
2021-06-04,2,Fraser South,British Columbia,56
2021-06-04,2,East Kootenay,British Columbia,7
2021-06-04,2,Kootenay Boundary,British Columbia,5
2021-06-04,2,Okanagan,British Columbia,45
2021-06-04,2,Thompson Cariboo Shuswap,British Columbia,2
2021-06-04,2,Northeast,British Columbia,3
2021-06-04,2,Northern Interior,British Columbia,3
2021-06-04,2,Northwest,British Columbia,1
2021-06-04,2,North Shore/Coast Garibaldi,British Columbia,6
2021-06-04,2,Richmond,British Columbia,3
2021-06-04,2,Vancouver,British Columbia,26
2021-06-04,2,Central Vancouver Island,British Columbia,0
2021-06-04,2,North Vancouver Island,British Columbia,0
2021-06-04,2,South Vancouver Island,British Columbia,1
2021-06-05,2,Fraser East,British Columbia,13
2021-06-05,2,Fraser North,British Columbia,23
2021-06-05,2,Fraser South,British Columbia,47
2021-06-05,2,East Kootenay,British Columbia,3
2021-06-05,2,Kootenay Boundary,British Columbia,0
2021-06-05,2,Okanagan,British Columbia,26
2021-06-05,2,Thompson Cariboo Shuswap,British Columbia,1
2021-06-05,2,Northeast,British Columbia,0
2021-06-05,2,Northern Interior,British Columbia,1
2021-06-05,2,Northwest,British Columbia,0
2021-06-05,2,North Shore/Coast Garibaldi,British Columbia,4
2021-06-05,2,Richmond,British Columbia,4
2021-06-05,2,Vancouver,British Columbia,11
2021-06-05,2,Central Vancouver Island,British Columbia,2
2021-06-05,2,North Vancouver Island,British Columbia,0
2021-06-05,2,South Vancouver Island,British Columbia,3
2021-06-06,2,Fraser East,British Columbia,17
2021-06-06,2,Fraser North,British Columbia,31
2021-06-06,2,Fraser South,British Columbia,39
2021-06-06,2,East Kootenay,British Columbia,4
2021-06-06,2,Kootenay Boundary,British Columbia,0
2021-06-06,2,Okanagan,British Columbia,12
2021-06-06,2,Thompson Cariboo Shuswap,British Columbia,1
2021-06-06,2,Northeast,British Columbia,3
2021-06-06,2,Northern Interior,British Columbia,4
2021-06-06,2,Northwest,British Columbia,2
2021-06-06,2,North Shore/Coast Garibaldi,British Columbia,1
2021-06-06,2,Richmond,British Columbia,6
2021-06-06,2,Vancouver,British Columbia,11
2021-06-06,2,Central Vancouver Island,British Columbia,1
2021-06-06,2,North Vancouver Island,British Columbia,0
2021-06-06,2,South Vancouver Island,British Columbia,2
2021-06-07,2,Fraser East,British Columbia,16
2021-06-07,2,Fraser North,British Columbia,19
2021-06-07,2,Fraser South,British Columbia,36
2021-06-07,2,East Kootenay,British Columbia,11
2021-06-07,2,Kootenay Boundary,British Columbia,0
2021-06-07,2,Okanagan,British Columbia,24
2021-06-07,2,Thompson Cariboo Shuswap,British Columbia,1
2021-06-07,2,Northeast,British Columbia,3
2021-06-07,2,Northern Interior,British Columbia,3
2021-06-07,2,Northwest,British Columbia,1
2021-06-07,2,North Shore/Coast Garibaldi,British Columbia,9
2021-06-07,2,Richmond,British Columbia,2
2021-06-07,2,Vancouver,British Columbia,18
2021-06-07,2,Central Vancouver Island,British Columbia,1
2021-06-07,2,North Vancouver Island,British Columbia,3
2021-06-07,2,South Vancouver Island,British Columbia,7
2021-06-08,2,Fraser East,British Columbia,19
2021-06-08,2,Fraser North,British Columbia,23
2021-06-08,2,Fraser South,British Columbia,44
2021-06-08,2,East Kootenay,British Columbia,5
2021-06-08,2,Kootenay Boundary,British Columbia,1
2021-06-08,2,Okanagan,British Columbia,24
2021-06-08,2,Thompson Cariboo Shuswap,British Columbia,2
2021-06-08,2,Northeast,British Columbia,5
2021-06-08,2,Northern Interior,British Columbia,2
2021-06-08,2,Northwest,British Columbia,0
2021-06-08,2,North Shore/Coast Garibaldi,British Columbia,7
2021-06-08,2,Richmond,British Columbia,4
2021-06-08,2,Vancouver,British Columbia,20
2021-06-08,2,Central Vancouver Island,British Columbia,1
2021-06-08,2,North Vancouver Island,British Columbia,5
2021-06-08,2,South Vancouver Island,British Columbia,7
2021-06-09,2,Fraser East,British Columbia,14
2021-06-09,2,Fraser North,British Columbia,25
2021-06-09,2,Fraser South,British Columbia,37
